text,"label (1=hate, 0=normal)"
Bharti high commissioner ko mulk badar ker diya gaya,1
Bharti sahafiyon ne Modi ki mukhalfat mein awaz utha di,1
in ke iraday kal meri behen ko bhi giraftaar kernay ke hein ,1
bilawal parchi per hadsaati chairman bana hai,1
Modi ne intehai pagalpan wala qadam uthaya hai,1
Modi hitler ke rastay per chal nikla hai,1
bharti hakumat kashmiriyon ki nasal kashi kerna chahti hai,1
"Article 370, 35A ne jammu kashmir ko dehshat gardi ka tohfa diya",1
"tujhy to samne pari hui cheez nazar nahi aati, andha ho gaya hai kiya",1
bilawal bhutto zardari chaabi wala khilona hai,1
"tum khawateen per zulm kertay ho, tum beghairat ho",1
"Jail, giraftari aur gaali nakam niyazi ke jhoot benaqab kernay se nahi rok sakti",1
Allah tumhen sabar ataa kary,0
Islam mein mard aur aurat ko barabar k haqooq hasil hein,0
main to Uzma Bukhari ko daad dainey per majboor hogai jab woh behoshi ki haalat mein bhi yeh kehti rahen ke video samnay se banaao,1
tum jesy jahil ke sath rehney se acha hai ke main akeli hi rahun,1
is hum jins parast ko drama industry se nikal dena chahey,1
"morning shows ko nahi, us mein janey waly bachon ke kanjar maa baap ko band kr dena chahiye",1
is shamsi tawanai se chalney waley khusrey ko ban ker dena chahiye,1
"intehai sharamnaak video hai, Allah ki laanat ho in khabeeson per",1
"apne aap ko naik aur soofi zahir kerna bohut hi afsosnaak amal hai, tumhen sharam aani chahiye",1
"tum kal se kahan marey huay ho, eik kam nahi kiya tum ne kal se",1
"ajeeb fraud insan ho tum, tum ne video mein ghalt ilzam lgaye hein",1
Tumhary is attitude ki wajah se tumhen sab chorh detey hein aur tum akeli reh jaogi,1
"plastic shopper per pabandi aur paper bag na honay ki wajah se sabzi hath mein pakar kr le jani per rahi hai, kia kamal ka step uthaya hai intezamiya ne",1
"sarey shows ko band kro, kia kanjar khana bana ke rakha huwa hai",1
Allah ka wasta hai ban kro is kuttay ke show ko,1
lanat ho is kameeney per,1
eik number ka harami hai ye banda,1
ye donon behen bhai hein hi koi haram ki nasal,1
"kafir kafir, shia kafir",1
vote leney ke liye kiya kiya dramey kertay hein log,1
qadyani aur shia donon hi shirk kertay hein,1
pakistan dunya ka wahid mulk hai jis mein log zardari aur bilawal jese logon ko leader mantey hein,1
Paisy aur siyaset k liye insan kutta bhi ban jata hai aur yeh to us sy bhi barh gaye hein,1
Sirf nafrat paida kerna aur tankeed kerna hi achey musalmaan honay ka saboot hy kya?,1
"bharat per fascist hinduoun ne german naziyon ki tarah qabza ker liya hai, maqbooza kashmir mein mehsoor 90 lakh kashmiriyon ki zindagiyan khatrey mein hein",1
hakumat 1 saal ki ho gai hai lekin abhi tak chalney ka naam nahi le rahi,1
dunya nasal parast modi ke hath mein atomi hathyaron ka notice le,1
maqbooza kashmir ka bharti muhasirah qabil e muzammat hai,1
bharti aabi dehshat gardi ki wajah se daryaon mein selabi soortehaal per foj ko talab ker liya gaya,1
PTI hakumat ka eik saal awam ke liye bhayanak khuwab hai,1
"modi hitler ke naqsh e qadam per chal nikla hai, usey patta dalney ki zrurat hai",1
naziyon ki tarah bharat per hindu fascist qayadat ne qabza jama liya hai,1
"bharat badtareen soortehaal mein ghir chuka, aisy iqdamaat se pura khitta khatrey se dochaar hai",1
kashmiriyon ke muhasirey se bara insani almiya janam le sakta hai,1
BBC k mutabik modi ne bharat k wafaqi dhanchey ko kaari zarb lagai hai,1
maqbooza waadi mein bharat ne insaniyat ke tazleel ke tamam hadein paar ker di hein,1
Imran ne pura saal awam per azab dhaaney per laga diya hai,1
laakhon logon se rozgar cheen liya gaya aur berozgari bohut zayada barh gayi hai,1
hakumat ki eik saala karkardigi zero hai,1
"ye hein hi jhootey, aapas mein such na bolney waley qoum se kesay such bol saktey hein",1
"fascist modi ke paas atomi hathyaar hein, dunya notice le",1
zaalim betay ne baap ki laash ke 8 tukrey ker ke bartanon mein chupa diye,1
Turk actress ne jung ki himayat kernay per priyanka chopra ko khari khari suna dein,1
Imran Khan u-turn ka master hai,1
"Imran Khan jo bhi faisla kerta hai, kuch dein mein hi us se u-turn le leta hai",1
imran khan ka naam ab se u-turn khan hai,1
yeh qoum chund rupey chori kernay waley masoom ko to maar deti hai magar arbon kharbon lootney walon ko sher kehti hai,1
in donon haramzadon ko phansi ki saza deni chahiye aur misaal bana dena chahiye,1
"chotey bachey ghalti ker dety hein, lekin in choti choti ghaltiyon per unhen jaan se maar dena unke darindey honey ka saboot hai",1
kashmir k musalmanon ke liye zameen tung ker di gai hai,1
jo jo in khabees logon ko vote dey ga os pe Allah ki laanat,1
Florida waley sarey hi dhokeybaaz hein,1
Yeh to sarey emaan farosh hein,1
pension lenay waley bazurg shehri pension na milney ki wajah se eid ki khushiyon se mehroom reh gaye,1
bank intezamiya ne aaj ghreeb bazurgon ko pensions denay se inkaar ker diya,1
muhajir community walon ko dhamkiyan di ja rahi hein,1
MQM eik dehshatgard jammat hai,1
airport intezamiya ki na-ehli ki wajah se sara intezam darham burham hai,1
wo canada wala dalla sirf aur sirf inteshar phelaney pakistan aata hai,1
wo dalla sirf paisey kamaney ke liye islam ko istemaal kerta hai aur paisey kama ker wapis dafa ho jata hai,1
afsos ki bat hai ke pakistan mein aaj bhi bari tadaad mein log bunyadi insani haqooq se mehroom hein,1
karachi ke area liyari mein eik janooni group ka geo news ke reporter per tashaddud,1
K-Ekectric waley kuttey awam per reham kren aur current lagney se masoom logon ki amwaat ka notice le,1
molviyon ke ehtijaj ki wajah se multan road mukammal tor per band hai aur logon ko sakht pareshani ka samna hai,1
mamooli jhagrey per usne apne bhai ko firing ker ke qatal ker diya,1
mqm per jhootey ilzamaat lganey ka silsila band kiya jaye werna zabardast ehtijaj hoga,1
un zalimon ne bachey ko qatal kiya aur malir k naaley mein laash phenk di,1
hospital mein bijli ki bandish ki wajah se mareezon aur unke sath aaney walon ko shadeed garmi aur rozay mein pareshani uthani per rahi hai,1
Shehri ilaqon mein badtareen loadshedding ke khilaf shehri sarapa ehttijaj hein,1
2 dinon mein 50 logon ki halaakt ka zimmeydar k-electric hai,1
MQM ka nisar ali khan ke khilaf kal karachi press club per ehtijaj ka elaan,1
PTI karachi k sadar ali zaidi ka MQM per pabandi ka mutalibah,1
shadiyon mein sar e aam firing k waqeat per aala hukkam aur media khamosh hai,1
"awam ne 2 dakoun ko pakar ke zinda jala diya, 1 halaak aur 1 shadeed zakhmi ho gya",1
aala hukkam eid mananey mein masroof hein aur awam pareshan hai,1
mqm ko mulk mein phailney se rokney ke liye aaj tak propaganda jaari hai,1
hartaal ki wajah se schools ki bandish per parents sakht pareshan hein,1
"jaali hukmaranon ka youm e hisab qareeb, midterm election har soorat hongey",1
bharat ikhlaaqi maidaan mein jung buri tarah haar chuka hai,1
"mohammad amir eik khudgarz cricketer hai, usne zayada paisey kamaney ke liye test cricket chor di hai",1
doctor zakir nayak per nasal parastana beyaan deney per pabandi laga di gai,1
bharat ne zakir nayak per apne followers mein dushmani ka taasur ubharney aur mukhtalif mazhabi groupon ke darmiyan nafrat phelaney ka ilzam lgatey huye pabandi laga di thi,1
israel ne koi ghalat harkat kernay ki koshish ki to usey nishan e ibrat bana dein gy,1
"tumhari yahan hum sb k beech rehnay ki auqaat hi nahi hai, tum dafa ho jaon yahan se",1
"bharti fouj khashmiriyon per lathiyan, goliyan aur aansu gas barsa rahi hai",1
modi se aman ki umeed rakhney waley ahmeq hein,1
karachi mein safai na honey se wabai amraaz ka sonami aa gaya hai,1
"kisi ne aaj tak karachi ki taraqqi ke liye kuch nahi kiya, jo bhi aaya usne ne sirf loot maar ki hai",1
kashmir mein khawateen aur larkiyon ki behurmati ki ja rahi hai,1
hamarey kath putli wazeer e azam mein kashmir ka muqadmah larrney ki salahiyat nahi hai,1
ikhteyaraat ke ghalat istemaal per hazir service major ko umer qaid suna di gai,1
shehar mein mojood gandagi ne bemariyon mein izafa ker diya hai,1
liyari mein 2 doctors ko gangwar aur taliban ke naam se bhattey ki parchiyan mili hein,1
wasim akhtar shehar ki barbadi ke zimmmeydaar hein,1
"FIA afsaraan money laundering mulzimaan ko tahaffuz denay lagey, baramad raqam bhi ghaib",1
tumhari fazul bakwas se merey ser mein dard ho gaya hai,1
tumharey jesay kalay habshi ko koi apni beti ka rishtah nahi de ga,1
"kutia tum bhonkti raho, tumhara to kam hi yehi hai",1
"karachi ki tabahi ke zimmeydaar mayor wasim akhtar hein, unhon ne shehar mein koi acha kam nahi kiya",1
rana mashood ne hakumat ko kashmir bechnay wali qarar de diya,1
tum kidher mar gaye ho? foran se idher pohuncho werna tumhari khair nahi,1
tum bakwas aisy ker rahi theen jesay main ne tumhen maar peet ke bithaya ho ye kam kernay,1
"police walon ko haraam khaney ki aadat hai, wo chah ker bhi ye aadat nahi badal saktey",1
mayor karachi ko pakra jaye to sara loota huwa paisa nikal aye ga,1
"meray barey mein soch ker bola karo, ager main bola to tumhen chupney ki jagah nahi miley gi",1
wasim akhtar ne apney puraney sathi per sangeen ilzam laga diya,1
mustafa kamal ne awam ki tax wasooli ki raqam altaf bhai ke liye jama ki aur london bhijwai,1
"ali zaidi ki safai mohem se shehar aur ganda ho raha hai, naalon ka kachra utha ker shehar hi mein phenka ja raha hai",1
ali zaidi sahab ne ager shehar hi ganda kerna hai to ye mohem hi khatam ker dein,1
"wazeer sahab hawa mein teer na chalayen, halaat ka pata nahi hai aur sirf baten ker ke beth jatey hein",1
siyasatdaan beyanbazi mein masroof hein aur karachi mein kachrey ke pahar aur sarkon per ghalazat hi ghalazat hai,1
"na-ehli ki wajah se shehar ki galiyon mein sewarage ka ubalta pani, sarken aur galliyan johar bani hui hein",1
masla kashmir ki bari wajah hindu inteha pasandi hai,1
"priyanka chopra kashmiriyon per mazalim aur insani haqooq ki khalif warziyon ki himayat ker rahi hai, pakistan per atomi hamley ki bhi taid ki",1
"miss chopra se khair sagaali safeer ka aizaz wapis leya jaye, wo jung ki himayat kerti hai",1
pakistan aur bharat mein masla kashmir england ka paida kiya huwa hai,1
bharat rawayyah badley aur apni kashmir policy ko munasib banaye,1
tajiron per tax chori kernay ki wajah se NAB ka khof taari hai,1
hakumat ka NAB qawaneen mein tabdeeli bad-neyati hai,1
"oye charsi kabhi koi kaam dhanda bhi ker liya ker, har waqt hi jahaz bana hota hai",1
ager shareef khandan ne 10 arab dollar de ker nawaz sharif ko churwa liya to ye dunya ki tareekh mein paison ke badley khareeda gaya mehenga tareen khota hoga,1
"america ager dunya mein aag lagaye ga to apna ghar bhi lapait mein aye ga, usey apney faislon per nazar e sani kerni chahiye",1
"bilawal zardari ki aamad per general hospital mein mareezon ka dakhila band, awam ke ehtijaj per police ka laathi charge",1
"local governments bhi kisi kaam ki nahi, logon ke masail joon ke toon parey hein",1
"bharat mein gaaye to bahana hai, asal nishanah to musalmaan hein",1
tu mera dost nahi mera kutta hai,1
wapda walon ne bijli raat se band ki hui hai,1
india ki forces pakistan mein musalsal madakhlat ker rahey hein jo ke ab bilkul  bhi bardasht nahi ki jaye gi,1
"modi sarkar mein adaaltein bhi inteha pasand hein, kashmiriyon ke khilaf hi faisley diye jatey hein hamesha",1
multan se bachon ko aghwah kernay ke waqeat mein izafa ho gaya hai,1
yahoodiyon ne puri dunya ki maesheyat per qabza kiya hua hai,1
mujhe qatal ki dhamkiyan mil rahi hein lekin mein phr bhi zulm ke khilaaf awaaz buland kerta rahun ga,1
kulbhushan yadav pakistan mein dehshat gardi ki karwaiyan kerwata tha,1
Molana Diesel kashmir committee se nikaley janey ke baad se maara maara phir raha hai,1
molana diesel kehtey hein mujhe note dikha mera mood bany,1
"takleef pohunchey gi inhen, main pohunchaon ga inko takleef, main inhen rulaon ga",1
besharam aadmi tumharey baap ka paisa hai jo awam bhool jaye gi?,1
market mein kuch log zabardasti tashaddud ker ke dukaanen band kerwa rahy hein,1
foji general bhi altaf bhai se dartey hein,1
"pak foj bohut darpok hai, sipah e sahaba jesi tanzeem se darti hai aur uske khilaf karwai nahi kerti",1
"fouj ne hamesha mulk ko loota hi hai, inki wajah se mulk mein jamhooriyat aaj tak mazboot nahi ho saki",1
"masoom mulzim ko phansi per charhana eik zalimana iqdaam hai, is amal se insaaf ki haar hui hai",1
betay ne bazurg baap ko biwi ke kehney per ghar se nikal diya,1
Islam mein ghair muslim logon ke sath imteyazi salook ka hukam hai,1
"in ganjon ne mulk loota hai, khuda ki lanat ho in per",1
"bajwa ne puri indian army ko danda diya hua hai, jb tak wo hein india hamla kernay ka soch bhi nahi sakta",1
corrupt legue patwaiyon aur gullu butt jesey logon ke zor per chal rahi hai,1
"safdar sahab ye aap ke chacha susar ki hakumat nahi jahan aap khule aam badmashi kertay phiren, apko qanoon ko hath mein lenay ki ijazat nahi di jaye gi",1
captain safdar ki police waley se danda cheen ker us per hamley ki koshish,1
ager idaarey shahbaz sharif ko nahi pakartey to is mulk mein daaka aur chori ko jaiz qarar de dena chahiye,1
N-Legue waley judge ko blackmail ker k faisla apney haq mein karaney ke mahir hein,1
"swat mein school band honay per malala ne puri dunya mein pakistan ke khilaf bakwas ki thi, 2 haftey se kashmir mein school band hein to ab kahan mar gai hai wo?",1
"kuch news channel meri kirdar kashi ker rahy hein, mein unke khilaf qanooni karwai karun ga",1
"har saal aaney waley selaab ko rokney ke liye aaj tak koi karwai nahi ki gai, pichli hakumton ki tawajjah sirf showbazi aur lootmaar per rahi",1
"showbaz sharif har toofani barish ke baad long boot pehan ker aisey bahir nikal aata tha, jesay barsaat mein mendak nikaltey hein",1
ahsan iqbal sahab aap per 22 crore awam ki bhook peyas aur bebasi ka qarz hai,1
ager bharat apney hathyar pehly istemaal ker bhi le to pakistan ke paas itney hathyaar bach jayen gey ke woh bharat ko eik nahi balkeh kai bar neest o nabood ker dey,1
india ki buzdilli is baat se pata chalti hai ke donon mulkon ke halaat kasheeda hon to wo pakistan se cricket khelna chor deta hai,1
"Ishaq Dar eik bhagora hai, adaalton ka samna kernay ki bajaye mulk se farar ho gaya hai",1
passsport office mein aam shehriyon ka dakhilah band ker diya gaya,1
tax wapis na liye gaye to hakumat ke khilaf agley mahiney se ehtijaj ka silsila purey mulk mein shuru kiya jaye ga,1
ghareelo jhagrey se tung aa ker korangi ke rehaishi ne apni biwi ko goli maar di,1
ager agley mahiney tak meray paisey wapis nah kiye to apney nuqsan ka tu khud zimmeydaar hoga,1
"kutia tumhen ronay ki zrurat nahi hai, ghalat kam ka nateejah yehi hona tha",1
tumhari sabiqah girlfriend eik jisam farosh thi,1
tumhari raye ki koi ehmiyat nahi hai kyun ke tum eik gashti ho,1
"eik rishtah sirf 2 logon ke darmiyan hota hai, lekin kuch kutton ko ye bhi gin'na nahi aata",1
"tumhara rishtah khatam hua hai, zindagi nahi. Rona dhona band kro kutia",1
"mujhe maaf kerna ager apko mera kutia kehna bura laga, mujhe laga tha apko pehly hi pata hogi ye bat",1
eik siyah faam asian ke liye america eik jannat hai,1
mujhe us kutiya se nafrat hai jo bilawajah behas kerti rehti hai,1
punjab hakumat ne muft dawaiyan aur test cheen ker awam ko dengue ke hawaley ker diya hai,1
"saffaak moodi ko aalmi satah per tough time denay ka faisla, america aamad per bharpoor ehtijaj kiya jaye ga",1
modi hakumat ke ghair qanooni faislon ki wajah se 1 crore kashmiriyon ki zindagi khatrey mein hai,1
"laanat ho modi tum per. Tum jo dhoti pehantey ho, usi se latka ker tumhen pakistan mein ghumaon ga",1
tumharey jesi nalaiq aulaad honay se behter hota ke meri aulaad hi nah hoti,1
imran khan ke tehalkah khez beyaan ne bharat mein saf e matam bicha di,1
"bharat maqbooza kashmir mein qatal e aam ke mansoobey bana raha hai, halaat se tung kashmiri gharon se niklen gey to bharti fouj goliyan chalaye gi",1
maqbooza kashmir mein insani almiyah janam le raha hai. aalami baradari notice le,1
bharat ne maqbooza kashmir ke lakhon musalmaanon ke bunyaadi haqooq sulb ker ke unhen har qisam ki azadiyon se mehroom ker diya hai,1
maryam bibi ne sari museebat apney ser mol li hai aur sarey khandaan ki siyasat ko tabhah ker diya hai,1
karachi ki tabahi ke zimmeydaar ab dosron per ilzaam laga rahey hein,1
maryam nawaz ki peeshi ke doran captain retired safdar ne police walon se jhagra kiya aur dhakkey diye,1
judge arshad malik ne tamam judges ke ser sharam se jhuka diye hein,1
ager bharat ne kabhi pakistan se dosti kerna hoti to hamari kashmiri maon behnon ke ser se dopatta na khenchta,1
bharat ki taraf se ye aman ki aasha wali bat sab bakwas hai,1
malala bhartiyon ke sath holi mana sakti hai magar kashmir ke iye awaz nikaltey huwey usey mout perti hai,1
"jesi teri shakal hai, tujhe koi apna kutta nah de, beti ka rishtah kon de ga",1
"bharat hut dharmi per qaim hai, kashmir mein khoon kharabah nazar aa raha hai",1
afghan dehshatgard kashmir mein dakhil ho gaye hein aur bari karwai ker saktey hein,1
"bharat moqbooza kashmir mein nasal kushi se tawajjuh hatana chahta hai, isiliay aisi jhooti khabren phela raha hai",1
aalami baradari ko khabardar kerta hun k bharat tawajjah hataney k liye maqbooza kashmir mein jhoota operation ker sakta hai,1
"parliament aur aaen per ander ke log hi hamlah ker rahy hein, sadar ne bhi 18 wein tarmeem ki khilaf warzi ki",1
"bilawajah bhutto pehly bolna seekhey aur phir tanqeed kary, kaaghaz se parh ke taqreeren kernay waley ko kiya pata mulk mein kia chal raha hai",1
beghairat to bohut dekhay hein lekin altaf hussain ka eik apna hi muqam hai,1
agar insaan ki pehchaan uske doston se hoti hai tou main is duniya ka sab se bara beghairat insaan hun,1
"punjab hakumat ka lahore se soteili maa jesa salook barqarar, shehar meini 93 jaari taraqqiyati schemoun per kam band",1
selected wazeer e azam ne mulk ko muashi aur sifarati maidan mein tabah ker diya,1
